,run,biosample,MIC_AMC,MIC_AMP,MIC_AZM,MIC_FOX,MIC_TIO,MIC_CRO,MIC_CHL,MIC_CIP,MIC_GEN,MIC_NAL,MIC_STR,MIC_FIS,MIC_TET,MIC_SXT,MIC_KAN,SIR_AMC,SIR_AMP,SIR_AZM,SIR_FOX,SIR_TIO,SIR_CRO,SIR_CHL,SIR_CIP,SIR_GEN,SIR_NAL,SIR_STR,SIR_FIS,SIR_TET,SIR_SXT,SIR_KAN,isolation_source,serovar,collection_date,collected_by,geo_loc_name,strain,sub_species,Typing Method,Testing Standard,source,cgmlst_matching_alleles,cgmlst_subspecies,h1,h2,o_antigen,serogroup,serovar_antigen,serovar_cgmlst
64,SRR1598887,SAMN02782636,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,128,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,"I 4,5,12:i:-",2005,FDA,USA:CA,WAPHL_SAL-A00584, ,,CLSI,,,,,,,,,
65,SRR1588672,SAMN02782611,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,<= 16,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,"I 4,12:i:-",2004,FDA,USA:TN,WAPHL_SAL-A00559, ,,CLSI,,,,,,,,,
66,SRR1588671,SAMN02782610,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,"I 4,12:i:-",2004,FDA,USA:TN,WAPHL_SAL-A00558, ,,CLSI,,,,,,,,,
67,SRR1588690,SAMN02782609,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,"I 4,12:i:-",2004,FDA,USA:TN,WAPHL_SAL-A00557, ,,CLSI,,,,,,,,,
68,SRR1588664,SAMN02782608,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,"I 4,12:i:-",2004,FDA,USA:TN,WAPHL_SAL-A00556, ,,CLSI,,,,,,,,,
69,SRR1556078,SAMN02782572,<= 1,<= 1, ,4,1,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32,<= 16,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,"I 4,12:d:-",2004,FDA,USA:MD,WAPHL_SAL-A00520, ,,CLSI,,,,,,,,,
70,SRR1637019,SAMN02777682,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,8,<= 32, ,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,resistant,susceptible,susceptible,ground turkey,"I 4,12:r:-",2003,FDA,USA:GA,NY-30439, ,,CLSI,,,,,,,,,
71,SRR1637076,SAMN02777672,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,chicken breast,"I 4,5,12:i:-",2003,FDA,USA:NY,NY-29987, ,,CLSI,,,,,,,,,
72,SRR1637069,SAMN02777671,<= 1,<= 1, ,2,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,chicken breast,"I 4,5,12:i:-",2003,FDA,USA:NY,NY-29986, ,,CLSI,,,,,,,,,
73,SRR1299393,SAMN02766969,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,8,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,"I 4,12:r:-",2004,FDA,USA:CT,FL-NRM024, ,,CLSI,,,,,,,,,
74,SRR1299380,SAMN02766968,2,<= 1, ,1,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,"I 4,12:r:-",2004,FDA,USA:CT,FL-NRM023, ,,CLSI,,,,,,,,,
75,SRR1299430,SAMN02640916,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I 4,5,12:i:-",2002,FDA,USA:GA,WAPHL-SAL-A00353, ,,CLSI,,,,,,,,,
76,SRR1203020,SAMN02640881,> 32,> 32, ,> 16,> 8,32,8,0.03,<= 0.25,8,<= 32, ,<= 4,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I Rough:i:1,2",2002,FDA,USA:MD,WAPHL-SAL-A00318, ,,CLSI,,,,,,,,,
77,SRR1202982,SAMN02640870,8,> 32, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,8,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I 6,7:k:-",2002,FDA,USA:CT,WAPHL-SAL-A00307, ,,CLSI,,,,,,,,,
78,SRR1202996,SAMN02640869,8,> 32, ,2,0.5,<= 0.25,8,<= 0.015,0.5,8,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I 6,7:k:-",2002,FDA,USA:CT,WAPHL-SAL-A00306, ,,CLSI,,,,,,,,,
79,SRR1202993,SAMN02640868,<= 1,2, ,2,0.5,<= 0.25,8,<= 0.015,0.5,8,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I 4,5,12:i:-",2002,FDA,USA:GA,WAPHL-SAL-A00305, ,,CLSI,,,,,,,,,
80,SRR1200760,SAMN02640867,2,2, ,8,0.5,<= 0.25,4,0.03,0.5,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I 4,5,12:i:-",2002,FDA,USA:GA,WAPHL-SAL-A00304, ,,CLSI,,,,,,,,,
81,SRR1200759,SAMN02640866,<= 1,2, ,2,0.5,<= 0.25,8,0.03,> 16,8,> 64, ,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant, ,resistant,susceptible,susceptible,Chicken breasts,"I 4,12:r:-",2002,FDA,USA:GA,WAPHL-SAL-A00303, ,,CLSI,,,,,,,,,
82,SRR1195625,SAMN02640824,<= 1,<= 1, ,4,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,ground turkey,"I 4,5,12:i:-",2002,FDA,USA:CT,WAPHL-SAL-A00261, ,,CLSI,,,,,,,,,
83,SRR1195672,SAMN02640823,<= 1,<= 1, ,1,0.5,<= 0.25,4,<= 0.015,0.5,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,ground turkey,"I 4,12:i:-",2002,FDA,USA:CT,WAPHL-SAL-A00260, ,,CLSI,,,,,,,,,
84,SRR1177324,SAMN02640792,<= 1,<= 1, ,8,0.5,<= 0.25,4,<= 0.015,0.5,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I 4,12:i:-",2002,FDA,USA:CT,WAPHL-SAL-A00229, ,,CLSI,,,,,,,,,
85,SRR1177285,SAMN02640777,<= 1,2, ,2,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32, ,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible, ,susceptible,susceptible,susceptible,Chicken breasts,"I 4,5,12:i:-",2002,FDA,USA:CT,WAPHL-SAL-A00214, ,,CLSI,,,,,,,,,
86, ,SAMN12648960, ,> 32,4,4,> 8,> 64,> 32,0.12,8,> 32,== 32,> 256,> 32,> 8, , ,resistant,not defined,susceptible,not defined,resistant,resistant,intermediate,intermediate,not defined,not defined,resistant,resistant,resistant, ,missing,Infantis,missing,missing,missing,AR-0410,enterica,,CLSI,,,,,,,,,
87, ,SAMN12648959, ,<= 1,4,8,1,<= 0.25,4,<= 0.015,<= 0.25,4,== 4,32,<= 4,<= 0.12, , ,susceptible,not defined,susceptible,not defined,susceptible,susceptible,susceptible,susceptible,not defined,not defined,susceptible,susceptible,susceptible, ,missing,Typhimurium,missing,missing,missing,AR-0409,enterica,,CLSI,,,,,,,,,
88, ,SAMN12648958, ,> 32,4,> 32,> 8,32,> 32,<= 0.015,<= 0.25,4,> 64,> 256,> 32,0.25, , ,resistant,not defined,resistant,not defined,resistant,resistant,susceptible,susceptible,not defined,not defined,resistant,resistant,susceptible, ,missing,Typhimurium,missing,missing,missing,AR-0408,enterica,,CLSI,,,,,,,,,
89, ,SAMN12648957, ,> 32,4,8,> 8,> 64,> 32,0.12,> 16,8,> 64,> 256,> 32,> 4, , ,resistant,not defined,susceptible,not defined,resistant,resistant,intermediate,resistant,not defined,not defined,resistant,resistant,resistant, ,missing,Concord,missing,missing,missing,AR-0407,enterica,,CLSI,,,,,,,,,
90, ,SAMN12648956, ,<= 1,2,2,0.5,<= 0.25,4,0.5,<= 0.25,16,<= 2,32,<= 4,<= 0.12, , ,susceptible,not defined,susceptible,not defined,susceptible,susceptible,intermediate,susceptible,not defined,not defined,susceptible,susceptible,susceptible, ,missing,Corvallis,missing,missing,missing,AR-0406,enterica,,CLSI,,,,,,,,,
91, ,SAMN12648955, ,> 32,8,8,8,8,16,> 4,16,> 32,== 32,32,<= 4,<= 0.12, , ,resistant,not defined,susceptible,not defined,resistant,intermediate,resistant,resistant,not defined,not defined,susceptible,susceptible,susceptible, ,missing,Senftenberg,missing,missing,missing,AR-0405,enterica,,CLSI,,,,,,,,,
92, ,SAMN12648954, ,> 32,4,> 32,> 8,16,4,<= 0.015,<= 0.25,4,== 8,<= 16,<= 4,<= 0.12, , ,resistant,not defined,resistant,not defined,resistant,susceptible,susceptible,susceptible,not defined,not defined,susceptible,susceptible,susceptible, ,missing,Heidelberg,missing,missing,missing,AR-0404,enterica,,CLSI,,,,,,,,,
93, ,SAMN12648953, ,> 32,> 16,2,1,<= 0.25,> 32,<= 0.015,> 16,4,> 64,> 256,> 32,> 4, , ,resistant,not defined,susceptible,not defined,susceptible,resistant,susceptible,resistant,not defined,not defined,resistant,resistant,resistant, ,missing,Stanley,missing,missing,missing,AR-0403,enterica,,CLSI,,,,,,,,,
94, ,SAMN12648952, ,> 32,8,8,> 8,16,8,<= 0.015,0.5,4,> 64,> 256,8,> 4, , ,resistant,not defined,susceptible,not defined,resistant,susceptible,susceptible,susceptible,not defined,not defined,resistant,intermediate,resistant, ,missing,Cubana,missing,missing,missing,AR-0402,enterica,,CLSI,,,,,,,,,
95, ,SAMN12648951, ,> 32,4,> 32,> 8,64,> 32,0.25,0.5,> 32,> 64,> 256,> 32,0.25, , ,resistant,not defined,resistant,not defined,resistant,resistant,intermediate,susceptible,not defined,not defined,resistant,resistant,susceptible, ,missing,Albert,missing,missing,missing,AR-0401,enterica,,CLSI,,,,,,,,,
96,SRR3173555,SAMN04255415,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Muenster,2009,FDA,USA:TN,CVM-N23669,enterica,,CLSI,,,,,,,,,
97,SRR3184167,SAMN04255410,16,> 32, ,4,1,<= 0.25,8,<= 0.015,16,4,<= 32,> 256,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,resistant,susceptible,susceptible,ground beef,Saintpaul,2009,FDA,USA:TN,CVM-N23664,enterica,,CLSI,,,,,,,,,
98,SRR3184161,SAMN04255409,16,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,0.25,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground beef,Saintpaul,2009,FDA,USA:TN,CVM-N23663,enterica,,CLSI,,,,,,,,,
99,SRR3184156,SAMN04255393,2,2, ,8,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground beef,Saintpaul,2009,FDA,USA:PA,CVM-N23649,enterica,,CLSI,,,,,,,,,
100,SRR3547960,SAMN04255311,<= 1,2, ,4,2,<= 0.25,8,0.03,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Enteritidis,2010,FDA,USA:PA,CVM-N28611,enterica,,CLSI,,,,,,,,,
101,SRR3509871,SAMN04255291,<= 1,<= 1, ,4,1,0.5,8,<= 0.015,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Agona,2010,FDA,USA:NY,CVM-N27413,enterica,,CLSI,,,,,,,,,
102,SRR3210548,SAMN04224479,2,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Montevideo,2009,FDA,USA:GA,NY-N20123,enterica,,CLSI,,,,,,,,,
103,SRR3173528,SAMN04224393,> 32,> 32, ,> 32,> 8,32,> 32,0.25,1,> 32,> 64,> 256,> 32,0.25,> 64,resistant,resistant, ,resistant,resistant,resistant,resistant,intermediate,susceptible,resistant,resistant,resistant,resistant,susceptible,resistant,ground beef,Dublin,2009,FDA,USA:CT,NY-N20074,enterica,,CLSI,,,,,,,,,
104,SRR3173527,SAMN04224392,> 32,> 32, ,> 32,> 8,64,> 32,0.25,2,> 32,> 64,> 256,> 32,0.25,> 64,resistant,resistant, ,resistant,resistant,resistant,resistant,intermediate,susceptible,resistant,resistant,resistant,resistant,susceptible,resistant,ground beef,Dublin,2009,FDA,USA:CT,NY-N20073,enterica,,CLSI,,,,,,,,,
105,SRR3055309,SAMN04224263,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,2,2,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Montevideo,2008,FDA,USA:MD,NY-N19913,enterica,,CLSI,,,,,,,,,
106,SRR3055284,SAMN04224262,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Kentucky,2008,FDA,USA:MD,NY-N19912,enterica,,CLSI,,,,,,,,,
107,SRR3091349,SAMN04224231,<= 1,2, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Montevideo,2008,FDA,USA:TN,NY-N19892,enterica,,CLSI,,,,,,,,,
108,SRR3399999,SAMN04218328,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,1,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Meleagridis,2008,FDA,USA:NM,CVM-N19853,enterica,,CLSI,,,,,,,,,
109,SRR3399788,SAMN04218286,> 32,> 32, ,> 32,> 8,32,> 32,<= 0.015,0.5,2,> 64,> 256,> 32,<= 0.125,> 64,resistant,resistant, ,resistant,resistant,resistant,resistant,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground beef,Newport,2008,FDA,USA:NM,CVM-N19852,enterica,,CLSI,,,,,,,,,
110,SRR3223090,SAMN04218166,16,> 32, ,4,2,<= 0.25,> 32,0.03,0.5,4,> 64,> 256,32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground beef,Typhimurium var. 5-,2008,FDA,USA:CA,CVM-N19733,enterica,,CLSI,,,,,,,,,
111,SRR3210532,SAMN04218147,<= 1,<= 1, ,4,2,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Mbandaka,2008,FDA,USA:TN,CVM-N18604,enterica,,CLSI,,,,,,,,,
112,SRR3210531,SAMN04218146,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Mbandaka,2008,FDA,USA:TN,CVM-N18603,enterica,,CLSI,,,,,,,,,
113,SRR3210530,SAMN04218145,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Mbandaka,2008,FDA,USA:TN,CVM-N18602,enterica,,CLSI,,,,,,,,,
114,SRR3210529,SAMN04218144,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,== 16,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Bareilly,2008,FDA,USA:TN,CVM-N18601,enterica,,CLSI,,,,,,,,,
115,SRR3210528,SAMN04218143,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Norwich,2008,FDA,USA:TN,CVM-N18600,enterica,,CLSI,,,,,,,,,
116,SRR3210393,SAMN04218142,2,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Mbandaka,2008,FDA,USA:TN,CVM-N18599,enterica,,CLSI,,,,,,,,,
117,SRR3210392,SAMN04218141,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,128,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Norwich,2008,FDA,USA:TN,CVM-N18598,enterica,,CLSI,,,,,,,,,
118,SRR3210391,SAMN04218140,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Mbandaka,2008,FDA,USA:TN,CVM-N18597,enterica,,CLSI,,,,,,,,,
119,SRR3215343,SAMN04218139,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Bareilly,2008,FDA,USA:TN,CVM-N18596,enterica,,CLSI,,,,,,,,,
120,SRR3210390,SAMN04218138,2,2, ,4,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Mbandaka,2008,FDA,USA:TN,CVM-N18595,enterica,,CLSI,,,,,,,,,
121,SRR3194545,SAMN04218117,2,2, ,4,2,<= 0.25,8,<= 0.015,> 16,2,> 64,> 256,> 32,<= 0.125,== 16,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground beef,Saintpaul,2008,FDA,USA:TN,CVM-N18573,enterica,,CLSI,,,,,,,,,
122,SRR3194544,SAMN04218116,<= 1,2, ,2,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Brandenburg,2008,FDA,USA:TN,CVM-N18572,enterica,,CLSI,,,,,,,,,
123,SRR3194542,SAMN04218114,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,0.5,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground beef,Heidelberg,2008,FDA,USA:PA,CVM-N18568,enterica,,CLSI,,,,,,,,,
124,SRR3115243,SAMN04217315,2,2, ,8,0.5,<= 0.25,> 32,0.03,1,4,> 64,> 256,> 32,0.25,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground beef,Dublin,2009,FDA,USA:NM,WAPHL-SAL-A01075,enterica,,CLSI,,,,,,,,,
125,SRR3198631,SAMN04217314,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Give,2009,FDA,USA:NM,WAPHL-SAL-A01074,enterica,,CLSI,,,,,,,,,
126,SRR3115236,SAMN04217295,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Newport,2009,FDA,USA:NM,WAPHL-SAL-A01067,enterica,,CLSI,,,,,,,,,
127,SRR3116197,SAMN04217287,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Newport,2009,FDA,USA:NM,WAPHL-SAL-A01059,enterica,,CLSI,,,,,,,,,
128,SRR3191434,SAMN04217235,<= 1,2, ,2,1,<= 0.25,8,0.03,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Montevideo,2009,FDA,USA:MN,WAPHL-SAL-A01011,enterica,,CLSI,,,,,,,,,
129,SRR2976054,SAMN03938914,> 32,> 32, ,32,> 8,8,> 32,<= 0.015,0.5,4,> 64,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,resistant,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground beef,Newport,2008,FDA,USA:NM,VA-WGS-00612, ,,CLSI,,,,,,,,,
130,SRR2542489,SAMN03938904,<= 1,<= 1, ,1,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Enteritidis,2008,FDA,USA:NM,VA-WGS-00602, ,,CLSI,,,,,,,,,
131,SRR2724061,SAMN03938850,<= 1,<= 1, ,4,1,<= 0.25,4,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground beef,Newport,2008,FDA,USA:MD,VA-WGS-00548, ,,CLSI,,,,,,,,,
